src_mac,dst_mac,srcip,dstip,sport,dport,proto,service,state,dur,spkts,dpkts,sbytes,dbytes,sttl,dttl,smeansz,dmeansz,trans_depth,res_bdy_len,http_method,is_ftp_login,ftp_cmd,rate,sloss,dloss,sload,dload,swin,dwin,stcpb,dtcpb,sjit,djit,stime,ltime,sinpkt,dinpkt,tcprtt,synack,ackdat
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1007,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.812940,1782078667.812940,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1008,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1008,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.813149,1782078667.813149,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1009,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1009,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.813396,1782078667.813396,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1010,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1010,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.813662,1782078667.813662,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1011,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1011,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.813871,1782078667.813871,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1012,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1012,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.814070,1782078667.814070,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1013,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1013,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.814370,1782078667.814370,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1014,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1014,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.814652,1782078667.814652,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1015,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1015,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.814916,1782078667.814916,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1016,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1016,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.815109,1782078667.815109,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1017,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1017,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.815303,1782078667.815303,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1018,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1018,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.815552,1782078667.815552,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1019,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1019,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.815781,1782078667.815781,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1020,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1020,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.816014,1782078667.816014,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1021,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1021,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.816236,1782078667.816236,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1022,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1022,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.816783,1782078667.816783,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1023,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1023,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.817094,1782078667.817094,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1024,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1024,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.817416,1782078667.817416,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1025,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1025,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.817626,1782078667.817626,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1026,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1026,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.817841,1782078667.817841,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1027,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1027,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.818050,1782078667.818050,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1028,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1028,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.818273,1782078667.818273,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1029,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1029,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.818487,1782078667.818487,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1030,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1030,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.818695,1782078667.818695,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1031,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1031,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.818931,1782078667.818931,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1032,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1032,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.819197,1782078667.819197,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1033,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1033,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.819448,1782078667.819448,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1034,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1034,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.819677,1782078667.819677,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1035,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1035,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.819899,1782078667.819899,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1036,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1036,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.820114,1782078667.820114,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1037,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1037,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.820353,1782078667.820353,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1038,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1038,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.820616,1782078667.820616,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1039,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1039,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.820832,1782078667.820832,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1040,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1040,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.821027,1782078667.821027,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1041,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1041,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.821261,1782078667.821261,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1042,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1042,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.821467,1782078667.821467,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1043,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1043,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.821673,1782078667.821673,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1044,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1044,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.821885,1782078667.821885,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1045,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1045,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.822098,1782078667.822098,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1046,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1046,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.822348,1782078667.822348,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1047,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1047,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.822559,1782078667.822559,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1048,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1048,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.822786,1782078667.822786,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1049,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1049,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.822992,1782078667.822992,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1050,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1050,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.823227,1782078667.823227,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1051,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1051,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.823444,1782078667.823444,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1052,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1052,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.824428,1782078667.824428,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1053,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1053,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.824666,1782078667.824666,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1054,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1054,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.824885,1782078667.824885,,,0.000000,0.000000,0.000000
ff:ff:ff:ff:ff:ff,00:0c:29:e1:ec:3b,10.0.0.5,10.0.0.9,1055,53,udp,,SHR,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,
00:0c:29:e1:ec:3b,Broadcast,10.0.0.5,10.0.0.9,1055,80,tcp,,S0,0.000000,1,0,54,0,64,,54.000000,0.000000,0,0,,0,,0.000000,0,0,0.000000,0.000000,65535,,,,,,1782078667.825085,1782078667.825085,,,0.000000,0.000000,0.000000
